initialInvestment,revenueGrowthRate,inflationRate,marketGrowthIndex,sectorRiskIndex,discountRate,operatingCostRatio,workingCapitalRatio,capexRatio,cf1,cf2,cf3,cf4,cf5
2185430.534813131,0.14723854311167334,0.046172252861362235,1.1228453342247693,0.30565840450325094,0.12467011978605216,0.26458520094813154,0.16884481820857197,0.3369085912699731,31489.560272428847,504756.6945029653,666102.638520247,820947.3587491037,996123.3647592774
4778214.3788446225,0.07585795431577494,0.023201302790637465,1.001209247128491,0.24027128867572525,0.11215047174739351,0.2774212115395486,0.1271326567033118,0.35899607611525985,-24387.76321389523,539934.8531297919,643633.5443405537,867348.4883281726,995037.8997838085
3793972.738151323,0.18085918450322225,0.02969319245814956,1.0359545549572937,0.11671206870802725,0.14751489674047585,0.23505144543021322,0.1705551365363381,0.30683344404970553,125210.58421445852,821884.8662525638,1167471.1951791064,1534252.7319062913,1988013.3373578852
3193963.1788866646,0.14196743586038624,0.050947173859170025,1.1583623913407253,0.3755530452065651,0.09532849156889667,0.27777556052146724,0.1755228316498195,0.36474902275344373,37504.83076685555,573965.9346878536,853717.4819438215,1067320.4020091232,1460445.361188116
1202083.8819909643,0.07358058253354315,0.04114743414715279,1.238153014833397,0.3940987398629143,0.12114994911992585,0.23946346454929968,0.14661401046612993,0.3523503697940151,144381.6185674384,329814.3673275934,410336.83378028835,449398.4464163349,529423.8326671994
1201975.341512912,0.19435070862218107,0.05711876247148179,0.9361094004198879,0.22931302456355052,0.1290147010493156,0.27708822058122184,0.17444016007952298,0.2536214314359272,152366.76454102306,365027.54447108,480560.0290723821,597105.2640580435,829822.1778684137
761376.2547568976,0.1277548195002981,0.03715005633365417,0.9710383979855355,0.28409824222279817,0.1377895142541767,0.30642103995178904,0.13559038501272433,0.26712885224067007,-44550.79395449025,112466.64253274296,119653.36356625837,122938.25230254517,175162.0577336678
4397792.655987209,0.06093476778074826,0.05479249463255692,1.2653696981812064,0.23508958787312403,0.1084879721299605,0.2110366416755412,0.13770729857169847,0.3790639482439203,958257.361863111,1676360.7074870754,1996682.5903120334,2190334.456427885,2471185.8211426456
3205017.5528444396,0.1440249356622601,0.0379582174991295,1.0892558962047227,0.19656389526583617,0.1280845335360237,0.2536005183800629,0.14199527887287114,0.3180858570710971,354396.48994146695,854179.171757687,1149993.8001307943,1422506.8780633581,1831380.5684569224
3686326.6000822047,0.08797983605192154,0.059169931148079405,0.8894809085675006,0.1231956378573423,0.1012241029968998,0.2594023502420608,0.12830686856987744,0.28165218100179323,156533.94307563212,533863.5526616185,619488.5697466624,793719.1380772308,925210.4169450208
592630.224331111,0.1705540177815954,0.05839337525595506,1.1318475694561914,0.2368203191191897,0.11048332646532742,0.24464490322280005,0.15778626343199076,0.26649810773505256,177698.04440316392,203108.1655207689,337661.65979388816,491156.58135533583,615315.642722726
4864594.334728975,0.1726733110349286,0.03316546822224321,1.29538107776969,0.34551536690783546,0.14269389918423794,0.24207319550538123,0.16635780323265173,0.4167439865129316,-35489.48065722502,741152.7635405076,1264272.797055276,1834473.4103390288,2493958.8321921257
4245991.883601898,0.1968421033781993,0.05543694681667212,1.2117267822352,0.10510943832640107,0.14649353265316678,0.19990100402407016,0.15643006014876532,0.3373482025702425,850724.1476470694,1756716.5338750018,2365880.689329208,3106277.975285428,4150090.8630672633
1455525.9980522427,0.12528042965367558,0.05390445496862596,1.1728705682757015,0.27463230495406676,0.13031721428490853,0.2502494966925334,0.1537476898368562,0.3196861708213907,287252.72941823787,547341.9115546626,691622.8991581002,851150.7302456079,1036428.8704675486
1318212.352431953,0.11824353195916058,0.028427215893102514,0.9040233271331346,0.36423163261800673,0.10620463235433295,0.3091529366442431,0.15594497818719988,0.299535838117777,7952.283011253865,114499.34532017153,207241.95993428733,211555.6620269421,347163.8350466855
1325320.2943404522,0.16302134081697212,0.044971616031330784,1.2380698923420037,0.16526482900430742,0.13740404529822647,0.19399144585043104,0.15216275055711775,0.29554316307763945,393516.06245286716,677502.9868648864,913525.4639079354,1047905.950671685,1299873.6046187405
1869090.0933179196,0.06987059845128898,0.022907292623592593,1.0628944217677732,0.15497675940671868,0.08181069572077941,0.22237623793173267,0.10688948770974589,0.27252636178338435,492607.51537669747,611055.4834766476,737927.0459659484,815634.3006740201,902505.6408862085
2861403.94234507,0.13203732706896865,0.053468428823338465,1.244645011035978,0.33168298771058297,0.08719221373775947,0.24110563464444593,0.17945615804936257,0.37085734451135216,71199.85199897869,621224.7203302844,804519.898555487,1002841.128195421,1312093.7727658923
2443752.5838895207,0.13193714001962764,0.02698183534013986,0.9649139147124397,0.176525929335788,0.12629616154627527,0.2559929935305688,0.14313685287303213,0.2753459162962817,62726.53808973389,340963.8767724246,566712.3698401098,661142.3996951873,890867.067186046
1810531.1308911885,0.06342096842155809,0.02283258805543058,0.8310255263177164,0.15759528026819455,0.10038740026890403,0.2885352081445425,0.12171124552669853,0.2474717227277212,1398.0659650608177,84757.57258588553,202446.64696293313,268000.32616716647,272570.51501404756
3253338.0262507075,0.11269761282603705,0.03600876382155245,1.0379879843298732,0.21339677517077055,0.14659703528803344,0.25509683944494776,0.13783034705176053,0.31753261559354345,211776.95907414204,618419.0542598717,843414.4778680109,942931.153459356,1197464.0451005176
1127722.3729341882,0.1779927197850803,0.04307688554398574,0.9349188024089389,0.2177506036810654,0.11052424284646133,0.2840833794020106,0.1546411715787675,0.25673614156598956,5211.9719381272125,118520.3157027089,285148.7057881201,271058.0866425333,448390.18873160117
1814650.9184084816,0.17842304329919906,0.054196678342390836,1.1576146448881492,0.3622303189049698,0.11005553742724239,0.27447347478090695,0.1790877324793767,0.3343408338855743,104896.98844659593,301120.484782992,501057.0493263699,764788.8964823823,993856.5160039489
2148628.2948216125,0.06488564973795216,0.05896970102086946,1.2785532764280163,0.28553304158010306,0.12746556571336518,0.21673321753250024,0.1391786695176546,0.35509462127996516,440140.88371680584,861890.9281080363,1056217.6308371346,1032796.6005744083,1135256.714005937
2552314.9289766615,0.06360813241217464,0.03757970050279454,1.145487075575782,0.22178843690187683,0.13372979936143325,0.23444292892182464,0.13731270950889712,0.3227888647121046,339704.0382602572,583094.4613364821,691954.1535367048,783855.0881769285,911745.1615426755
4033291.826268561,0.0894043215502903,0.022417876919410808,1.2434669648546017,0.2603163892857301,0.11328911166875955,0.22297641410749647,0.1528365583996901,0.3890887359877438,51775.80358970989,623142.7655342906,867798.1746485734,984666.1197487477,1346369.5296307667
1398532.0197126188,0.18121490938309903,0.049964623161034824,1.0265120068006033,0.38618956999758225,0.09498006311982068,0.3121210323231674,0.19229430252076488,0.322704588025682,139033.31696403344,424169.9065014484,637895.7589316687,770954.7158953183,1037184.9231935996
2814054.9728612523,0.06933538776102485,0.042606930248957495,1.185820368597651,0.13396440298296863,0.13413160499079352,0.194643271979166,0.10645586477658829,0.3125245906188822,645352.8562829297,1028427.8882483984,1192649.2158981995,1381039.9934965258,1494220.2744345972
3165865.559879191,0.15799952039411697,0.03791565379377852,1.2215217183358518,0.16231465651740745,0.10242458924115393,0.18594972741393073,0.1456353247125643,0.3154020825541375,450711.25249241584,1056929.1579002957,1480018.8015984334,1755998.2492852395,2270056.296199793
709026.8572399898,0.06517484294196549,0.03237075515168759,1.1554378137917714,0.3887586119759666,0.09225775385057003,0.27476365543293085,0.1459704643125744,0.3271697372437816,145497.1433988524,138681.7647343559,220598.58287231417,194577.72434269945,296808.2318907861
3233951.833556473,0.14347067806217384,0.04009594111374143,1.0538886430347825,0.38719745455816124,0.12421481329475093,0.2996377068175779,0.16457305482223003,0.3570294707392915,36450.41266867467,737498.3366149041,847119.8884073711,1119315.049122936,1420403.1209033595
1267358.5565928118,0.10341009486787173,0.03354718417828124,1.1129330548076841,0.1531496263794318,0.08633175668932452,0.2216857491778651,0.131019454191081,0.2771859942551397,297752.3465697119,411656.09421781695,525249.0700144006,630657.6840844089,800065.6596060102
792732.1684337578,0.16833709444488007,0.050280474709894406,1.15025349783944,0.14353264513758948,0.14799468725602383,0.21900250340237062,0.1352353741009617,0.26695330487426117,103645.10042749098,200403.58013955815,292372.26900674804,391971.2949964831,542789.2880716766
4769984.91764,0.08505356732380455,0.041755747859705636,0.9265422016107134,0.22632554030158597,0.12426780850884958,0.2891352290424735,0.14172569041412222,0.3388445991180109,-313560.206346799,114205.9496513482,254991.46329024388,304729.8083212736,558398.8566884806
